排名,代號,名稱,成交,財報年度,營收(億),營收成長(%),毛利(億),毛利成長(%),淨利(億),淨利成長(%),毛利(%),毛率增減,淨利(%),淨率增減,EPS(元),EPS增減(元),ROE(%),ROE增減,ROA(%),ROA增減,財報評分
165,6279,胡連,109.0,2025,98.2,11.6,30.9,5.43,12.6,-3.97,31.4,-1.85,12.9,-2.07,10.74,-2.05,15.4,-4.09,8.47,-1.76,49
166,5511,德昌,70.5,2025,111,18.0,19.5,38.5,12.1,41.5,17.6,2.6,10.7,1.99,10.64,3.12,18.0,4.41,8.79,2.49,57
167,6903,巨漢,394.0,2025,36,24.9,9.97,14.0,7.06,18.7,27.7,-2.64,19.6,-1.02,10.62,1.34,21.8,-0.28,15.9,-1.58,66
168,3030,德律,338.5,2025,84.7,33.2,49.4,30.6,24.8,35.0,58.4,-1.19,29.3,0.38,10.49,2.71,27.7,3.97,22.2,2.95,81
169,1215,卜蜂,142.5,2025,284,1.7,60.4,31.4,30.6,58.8,21.2,4.8,10.8,4.04,10.39,3.84,25.6,7.86,10.0,3.36,55
170,8446,華研,90.5,2025,10.8,-21.1,7.27,-15.7,5.45,-9.95,67.0,4.32,50.2,6.21,10.3,-1.14,25.1,-5.72,18.7,-0.97,85
171,3357,臺慶科,181.0,2025,66.2,20.3,17.4,31.0,10.6,41.1,26.3,2.14,15.7,2.17,10.26,2.93,12.3,1.86,7.9,1.44,60
172,5225,東科-KY,78.2,2025,110,-11.0,18.1,-15.1,8,-16.0,16.4,-0.79,7.24,-0.43,10.26,-2.42,22.4,-7.05,11.5,-2.8,53
173,6690,安碁資訊,170.0,2025,24.3,13.3,10.3,15.9,3.07,35.8,42.4,0.96,12.6,2.09,10.22,0.09,9.97,-0.51,6.46,0.19,61
174,4770,上品,230.5,2025,47.3,-26.8,15.6,-40.7,8.16,-52.9,33.0,-7.75,17.3,-9.57,10.2,-11.48,9.84,-12.1,7.75,-9.02,62
175,6957,裕慶-KY,163.5,2025,38.2,-4.74,15.4,-11.8,5.61,-25.0,40.2,-3.2,14.5,-4.1,10.18,-4.12,19.7,-12.7,11.1,-7.46,64
176,2548,華固,130.0,2025,182,153.0,51.5,99.4,32.4,133.0,28.2,-7.57,17.8,-1.49,10.15,5.57,15.0,8.31,5.85,3.08,53
177,8499,鼎炫-KY,270.0,2025,29.1,42.9,12.9,45.2,4.18,-9.56,44.2,0.72,22.6,-6.7,10.13,-1.01,5.63,0.17,4.67,-0.42,64
178,1268,漢來美食,157.5,2025,62.3,5.01,28.5,5.0,4.27,0.54,45.8,0.0,6.86,-0.3,10.12,0.06,18.7,-0.53,6.05,0.0,55
179,6192,巨路,122.5,2025,73.6,-6.01,24.1,3.58,9.67,-4.04,32.8,3.04,13.2,0.29,10.06,-0.42,13.3,-1.61,8.22,-0.79,57
180,8467,波力-KY,155.0,2025,24.3,-1.52,10.2,1.05,5.1,-13.4,42.0,1.07,20.9,-2.89,10.03,-1.47,17.8,-6.3,11.4,-3.95,70
181,8279,生展,106.0,2025,21.4,6.1,7.24,-0.05,2.72,13.1,33.9,-2.08,12.7,0.78,10.02,1.16,11.8,0.79,8.86,1.1,57
182,2745,五福,104.5,2025,87.6,14.4,11.6,22.9,3.38,10.4,13.3,0.92,3.86,-0.14,10.01,0.94,37.1,-3.32,13.9,-1.77,51
183,5520,力泰,79.0,2025,41.8,2.6,9.37,9.29,5.98,11.0,22.4,1.37,14.6,0.94,9.97,0.99,20.2,-0.44,14.1,-0.2,64
184,5292,華懋,230.5,2025,28.6,27.3,6.77,18.6,4.18,10.9,23.7,-1.74,14.6,-2.17,9.93,0.07,23.2,-0.85,10.9,-1.43,62
185,6703,軒郁,115.0,2025,32.9,-8.29,20.6,-7.25,3.24,7.92,62.6,0.7,9.66,1.63,9.9,-0.26,24.2,2.41,14.1,1.08,62
186,8083,瑞穎,173.5,2025,14.3,-2.44,5.8,-8.37,3.44,-3.86,40.5,-2.63,24.0,-0.36,9.8,-0.39,28.0,-2.42,20.3,-0.59,64
187,3679,新至陞,122.0,2025,44.7,4.97,14.7,12.0,6.15,-29.2,33.0,2.08,13.8,-6.64,9.78,-4.07,12.3,-6.08,6.81,-3.15,62
188,6728,上洋,119.0,2025,47.4,34.9,15.9,21.9,2.94,-3.16,33.7,-3.57,6.2,-2.46,9.77,-1.94,14.8,-5.73,7.48,-3.98,43
189,4961,天鈺,153.0,2025,180,-6.28,51.3,-6.65,11.7,-39.9,28.5,-0.11,9.04,-3.93,9.65,-6.43,7.23,-4.19,6.14,-3.53,53
190,4571,鈞興-KY,160.0,2025,30.6,0.1,10,6.12,4.98,4.47,32.8,1.86,16.2,0.68,9.61,0.4,16.4,-0.86,12.6,-0.31,61
191,6914,阜爾運通,151.5,2025,56.8,20.4,12.4,29.0,6.36,38.6,21.9,1.47,11.2,1.47,9.6,2.46,17.8,1.78,6.53,0.94,55
192,6419,京晨科,128.0,2025,4.98,-35.8,1.33,-18.2,1.26,-8.47,26.6,5.74,25.3,7.57,9.58,-0.88,30.5,-12.0,18.6,-5.0,73
193,2546,根基,86.3,2025,215,51.0,18.3,39.1,12.4,42.1,8.52,-0.73,5.78,-0.36,9.52,2.42,21.9,4.62,8.8,1.98,48
194,6435,大中,178.5,2025,34,25.2,7.64,34.4,3.54,56.9,22.4,1.53,10.4,2.1,9.52,3.43,18.4,5.47,13.8,4.79,49
195,3014,聯陽,124.0,2025,69.5,4.74,38.3,3.84,15.3,-5.86,55.1,-0.48,22.0,-2.48,9.51,-0.59,22.2,-2.52,17.0,-2.07,74
196,3680,家登,430.0,2025,73.5,12.3,30.8,6.43,9.05,-22.5,41.9,-2.3,13.6,-5.93,9.43,-2.89,8.71,-3.79,4.42,-2.36,57
197,3152,璟德,168.0,2025,14.3,-15.6,6.13,-20.0,6.5,51.7,43.0,-2.34,45.6,20.2,9.42,3.21,16.7,5.03,14.8,4.71,80
198,6176,瑞儀,90.9,2025,488,-5.52,104,-2.41,43.4,-40.2,21.4,0.68,8.9,-5.17,9.4,-6.23,11.8,-8.36,6.54,-5.05,57
199,6278,台表科,157.0,2025,499,10.1,63.9,5.53,27.5,-5.52,12.8,-0.56,5.51,-0.92,9.39,-0.55,12.1,-1.67,5.29,-0.48,47
200,3711,日月光投控,442.0,2025,"6,454",8.39,"1,142",17.8,407,25.2,17.7,1.41,6.48,0.79,9.37,1.85,11.6,1.42,5.13,0.31,49
201,2915,潤泰全,45.2,2025,24.2,-16.3,10.3,-6.29,97,-28.5,42.6,4.57,409.0,-66.1,9.29,-3.71,9.39,-4.12,8.36,-3.38,62
202,1560,中砂,533.0,2025,81.5,16.1,26.5,21.0,13.6,31.4,32.5,1.31,17.1,2.01,9.28,2.18,17.6,2.27,11.5,1.34,57
203,8069,元太,155.0,2025,361,12.3,198,24.2,105,18.6,54.9,5.28,29.1,1.35,9.14,1.39,16.5,-0.17,10.6,-0.18,72
204,6625,必應,76.6,2025,43.7,39.0,8.14,51.4,5.11,79.7,18.6,1.52,11.7,2.65,9.13,3.29,35.4,4.78,18.4,2.69,64
205,9939,宏全,114.5,2025,289,1.65,64.3,2.55,26.9,-5.03,22.3,0.2,9.76,-0.66,9.1,-0.7,13.8,-2.32,6.27,-1.04,45
206,8996,高力,1220.0,2025,65.8,64.4,18,50.6,8.3,39.9,27.3,-2.51,12.6,-2.21,9.07,2.51,21.8,2.48,11.7,0.81,57
207,1736,喬山,118.5,2025,543,13.7,275,13.1,27.5,13.1,50.6,-0.24,5.06,-0.02,9.06,1.04,21.3,-1.08,5.87,-0.21,47
208,2385,群光,125.5,2025,957,-5.73,172,-15.8,65.8,-27.2,18.0,-2.14,8.0,-2.55,9.05,-3.38,14.4,-6.94,7.42,-3.49,49
209,3211,順達,359.0,2025,132,-4.98,21.9,38.4,13.8,-48.3,16.6,5.2,10.5,-8.76,9.05,-8.54,13.4,-14.6,8.65,-7.72,51
210,3231,緯創,136.5,2025,"21,865",108.0,"1,340",59.3,274,57.1,6.13,-1.89,2.64,-0.28,9.04,2.93,26.3,6.84,6.85,0.97,34
211,1565,精華,108.5,2025,41.2,-9.52,9.5,-21.8,4.55,-39.1,23.1,-3.62,11.1,-5.37,9.03,-5.79,6.94,-4.83,5.72,-3.71,64
212,2449,京元電子,275.0,2025,349,30.1,125,34.0,110,41.6,35.8,1.05,31.7,1.51,9.01,2.65,23.2,4.14,11.8,1.69,74
213,2640,大車隊,187.0,2025,31.5,4.37,15.8,6.81,5.34,0.92,50.0,1.14,16.6,-0.71,9.01,0.08,23.6,-1.55,12.8,-1.54,70
214,7757,金色三麥,109.5,2025,23,4.2,12.6,3.25,2.01,-8.5,54.8,-0.5,8.79,-1.23,8.97,-1.04,20.5,-6.32,11.2,-2.59,64
215,3010,華立,132.5,2025,782,-2.3,63.1,5.99,22.9,1.81,8.08,0.63,3.33,0.15,8.84,-0.05,10.3,-1.01,4.76,-0.19,36
216,2472,立隆電,184.5,2025,113,7.68,36.2,11.9,14.4,24.4,32.0,1.2,17.8,1.47,8.73,1.72,15.4,0.39,11.5,0.64,68
217,6290,良維,235.0,2025,102,26.3,31.9,59.7,14.1,39.1,31.4,6.56,14.0,1.3,8.73,2.32,18.9,2.75,13.8,2.22,57
218,7703,銳澤,230.5,2025,25.6,31.4,5.78,37.6,3.03,27.6,22.5,1.01,11.7,-0.47,8.72,1.31,14.4,1.1,10.7,0.64,66
219,7792,安葆,369.0,2025,59.9,30.5,8.25,19.0,3.72,11.8,13.8,-1.33,6.22,-1.04,8.72,-1.03,14.3,-2.06,7.04,-0.37,49
220,8436,大江,125.0,2025,69.9,-3.47,30.8,-3.04,9.55,12.2,44.1,0.2,15.9,2.4,8.68,1.08,11.9,1.83,7.78,0.78,68
221,6197,佳必琪,185.5,2025,75.8,12.0,26,16.1,10.6,-0.18,34.3,1.19,14.9,-1.96,8.67,-0.02,22.9,-5.31,13.8,-3.64,66
222,5386,青雲,352.0,2025,58.8,32.6,6.03,135.0,3.1,200.0,10.3,4.48,5.26,2.93,8.61,5.3,40.3,21.9,10.7,4.02,36
223,2211,長榮鋼,100.0,2025,153,18.6,42.4,22.1,35.9,40.5,27.7,0.78,26.6,4.12,8.6,2.48,13.0,3.25,10.2,2.59,62
224,5236,凌陽創新,153.5,2025,20,10.0,11.6,6.36,5.15,6.87,57.8,-1.98,25.8,-0.76,8.59,0.34,19.6,0.77,16.6,0.62,84
225,5403,中菲,94.4,2025,34.1,7.88,13.5,9.37,6.32,2.11,39.6,0.54,18.6,-1.05,8.57,0.13,23.2,-1.23,13.1,-0.45,66
226,2458,義隆,138.0,2025,123,-2.91,60,-3.36,24.4,-10.7,48.6,-0.23,18.7,-1.7,8.53,-1.04,22.6,-4.41,15.1,-2.77,68
227,8462,柏文,142.0,2025,60.7,18.4,19.4,34.0,6.66,79.8,31.9,3.71,11.1,3.75,8.49,3.72,30.4,10.8,5.93,2.32,62
228,4953,緯軟,123.5,2025,116,13.0,19.2,9.49,6.18,35.9,16.6,-0.54,5.33,0.9,8.45,2.2,15.5,3.08,10.3,1.92,46
229,6023,元大期,99.5,2025,36.6,-8.78,11.8,-7.75,26.6,22.5,32.2,0.36,72.5,18.5,8.45,0.98,15.0,0.78,1.52,-0.04,55
230,3005,神基,98.9,2025,394,10.6,125,10.8,52.3,17.5,31.8,0.05,13.9,0.69,8.43,1.17,19.4,0.86,11.3,0.65,62
231,3147,大綜,163.0,2025,81.7,64.3,10.3,33.1,3.68,-20.9,12.6,-2.97,4.51,-4.86,8.43,-3.51,22.5,-10.5,10.2,-3.58,40
232,2881,富邦金,88.0,2025,"3,813",9.74,,,"1,209",-19.8,,,31.7,-11.7,8.37,-2.4,12.3,-4.61,0.97,-0.33,76
233,3551,世禾,198.0,2025,29.9,16.2,10.8,14.8,4.79,28.5,36.0,-0.43,16.0,1.53,8.36,1.73,11.0,0.81,8.74,1.01,64
234,6263,普萊德,131.5,2025,18.8,0.24,8.79,-0.45,5.2,-3.4,46.7,-0.32,27.6,-1.04,8.32,-0.29,29.7,-1.98,23.6,-0.84,85
235,6862,三集瑞-KY,188.5,2025,22.7,2.98,9.11,-0.4,4.15,-19.6,40.2,-1.37,18.3,-5.14,8.29,-3.12,14.1,-9.55,9.84,-5.42,64
236,1788,杏昌,136.0,2025,42.8,5.04,11.4,6.82,3.69,2.45,26.7,0.44,8.61,-0.22,8.28,0.2,12.2,0.16,7.34,-0.17,49
237,1232,大統益,150.0,2025,215,-2.51,28.9,5.11,13.2,0.23,13.4,0.97,6.42,0.2,8.25,0.01,23.1,-0.99,14.5,-1.4,53
238,1707,葡萄王,118.5,2025,103,-8.14,77,-11.1,12.2,-15.9,75.1,-2.49,18.2,-1.3,8.22,-1.56,15.6,-2.94,12.0,-2.1,72
239,9942,茂順,117.5,2025,39.9,1.72,15.6,-1.14,6.78,-5.92,39.2,-1.13,17.0,-1.37,8.15,-0.52,16.0,-1.68,12.5,-1.13,64
240,3167,大量,685.0,2025,50.8,95.4,19.9,165.0,7.16,476.0,39.2,10.3,14.1,9.32,8.13,6.65,23.5,18.3,10.5,7.91,51
241,7811,民盛,88.6,2025,30.8,18.1,7.06,6.69,2.46,-10.5,23.0,-2.44,8.0,-2.56,8.1,-1.07,13.7,-1.77,9.11,-1.64,51
242,1513,中興電,153.0,2025,274,7.18,70.7,5.16,39.9,10.1,25.7,-0.5,14.5,0.37,8.07,0.74,21.7,-1.08,8.69,0.48,51
243,2480,敦陽科,140.5,2025,83.9,11.4,20.4,8.2,8.51,6.67,24.3,-0.71,10.1,-0.45,8.0,0.5,24.5,0.67,11.2,-0.36,53
244,5609,中菲行,80.2,2025,297,2.53,40.6,4.33,11.3,17.9,13.7,0.24,3.86,0.5,8.0,1.22,17.7,2.04,11.6,1.1,50
245,6953,家碩,240.0,2025,13.2,1.72,6.09,6.22,2.4,-0.03,46.0,1.95,18.1,-0.32,7.99,-0.26,15.1,-5.75,9.18,-1.4,66
246,1537,廣隆,125.0,2025,66.3,-18.5,13.5,-24.6,6.53,-32.2,20.4,-1.63,9.84,-1.99,7.95,-3.8,14.3,-7.41,10.8,-5.36,62
247,2421,建準,146.5,2025,187,27.7,58,39.6,21.7,45.1,31.1,2.64,11.6,1.39,7.94,2.48,25.8,6.06,13.4,2.55,57
248,5478,智冠,99.7,2025,65.2,-3.78,34.8,-3.24,11.9,4.28,53.4,0.29,19.5,1.19,7.93,0.18,12.0,-0.94,6.48,-0.32,62
249,6214,精誠,126.0,2025,440,12.9,96.4,16.8,21.5,9.8,21.9,0.74,5.29,0.08,7.91,0.25,12.4,0.17,6.39,0.17,49
250,6028,公勝保經,80.4,2025,47.2,5.26,6.81,-2.36,1.73,-27.6,14.4,-1.13,3.67,-1.67,7.86,-4.08,26.9,-15.7,11.0,-6.11,45
251,6855,數泓科,110.5,2025,6.26,0.7,3.1,1.03,1.83,-14.6,49.5,0.16,29.1,-5.24,7.85,-1.35,20.5,-6.26,14.1,-4.87,70
252,3491,昇達科,1670.0,2025,24.5,5.02,12.5,4.65,5.18,-5.22,51.1,-0.18,21.2,-3.96,7.83,-0.76,16.9,-6.65,11.0,-4.32,72
253,6186,新潤,40.65,2025,94.5,3.72,26.9,24.4,15.2,56.7,28.4,4.73,16.1,5.45,7.81,2.18,33.8,6.35,8.1,3.3,48
254,4107,邦特,119.5,2025,21.4,3.03,9.37,3.52,5.39,2.07,43.9,0.21,25.2,-0.24,7.78,0.16,15.3,-0.63,11.6,0.19,82
255,6523,達爾膚,104.5,2025,11.7,-5.92,8.06,-8.26,3.5,-26.5,69.0,-1.76,30.0,-8.37,7.78,-2.79,24.9,-7.58,21.0,-6.13,87
256,2636,台驊控股,67.7,2025,208,-18.3,33.3,-14.3,10.6,-17.5,16.0,0.75,5.18,-0.14,7.74,-1.65,10.5,-3.44,4.94,-2.27,45
257,6531,愛普*,644.0,2025,56.7,35.2,26.3,22.7,12.6,-20.3,46.5,-4.7,21.9,-15.8,7.74,-1.99,10.2,-3.37,8.94,-3.43,79
258,4439,冠星-KY,97.4,2025,70,29.3,12.6,42.3,2.94,348.0,17.9,1.64,4.2,2.99,7.73,6.0,8.9,6.85,4.91,3.69,38
259,9941,裕融,78.3,2025,395,-4.66,174,-13.6,46.5,-8.78,44.0,-4.55,11.6,-0.7,7.68,-1.2,11.4,-1.52,1.59,-0.13,49
260,5306,桂盟,84.4,2025,46.8,-5.68,20.7,-0.22,9.65,5.29,44.2,2.42,20.6,2.15,7.66,0.39,11.2,-0.27,7.13,-0.12,70
261,6271,同欣電,185.5,2025,115,-4.53,31.9,-4.19,16,-6.8,27.6,0.1,13.9,-0.34,7.64,-0.56,6.09,-0.74,4.64,-0.39,60
262,5903,全家,191.0,2025,"1,100",4.7,400,4.32,17,-55.4,36.4,-0.13,1.63,-2.11,7.6,-9.44,16.2,-22.9,2.23,-2.84,51
263,3689,湧德,132.5,2025,62.1,20.5,18.6,33.0,6.52,27.6,29.9,2.8,10.8,0.82,7.55,1.13,14.7,1.14,9.98,0.58,55
264,6227,茂綸,95.0,2025,175,41.9,14.9,15.4,5.74,17.1,8.54,-1.95,3.4,-0.75,7.54,0.99,20.6,0.9,8.43,0.88,30
265,3402,漢科,132.0,2025,52.5,-4.4,12.6,8.48,5.48,10.6,24.0,2.85,10.4,1.42,7.5,0.72,25.3,0.14,8.53,0.71,57
266,6239,力成,207.5,2025,749,2.2,127,-9.02,55.4,-18.5,17.0,-2.1,9.64,-1.96,7.48,-1.61,10.1,-1.97,6.22,-1.5,53
267,7722,LINEPAY,305.0,2025,78.7,25.0,25.7,29.6,5.07,-21.6,32.7,1.15,6.45,-3.83,7.46,-3.21,4.81,-3.44,2.73,-1.68,50
268,5522,遠雄,69.7,2025,312,39.1,106,50.1,58.3,72.7,34.2,2.5,18.7,3.64,7.45,3.13,12.0,4.68,5.48,2.1,51
269,6752,叡揚,105.5,2025,20.2,16.3,10.1,11.6,2.74,27.0,50.1,-2.14,13.6,1.14,7.41,1.27,20.5,2.17,9.58,1.03,62
270,3213,茂訊,107.5,2025,28.9,1.19,8.81,-1.85,4.34,-12.3,30.5,-0.94,15.2,-2.44,7.4,-1.04,12.4,-4.84,9.63,-3.41,64
271,3416,融程電,160.0,2025,36.4,19.1,14.5,18.7,5.91,5.64,39.9,-0.13,16.1,-1.96,7.39,0.35,17.0,-0.18,12.1,-0.75,64
272,6449,鈺邦,174.5,2025,44.7,28.0,15.5,48.4,6.49,21.4,34.7,4.76,13.9,-0.74,7.38,1.3,13.9,-0.8,8.0,-0.69,53
273,5234,達興材料,443.0,2025,46.3,12.4,18.8,23.8,7.57,32.7,40.6,3.74,16.3,2.49,7.37,1.81,22.2,4.45,15.0,3.15,64
274,6761,穩得,195.5,2025,19.7,-2.32,7.19,10.7,2.49,16.1,36.4,4.3,12.6,2.0,7.34,0.09,15.4,-2.24,9.76,0.0,55
275,6532,瑞耘,83.5,2025,6.75,-6.21,2.47,-4.39,2.74,81.7,36.6,0.69,40.6,19.6,7.31,3.28,23.2,8.94,19.3,7.1,77
276,3158,嘉實,89.1,2025,10.1,7.07,6.52,7.74,1.98,2.46,64.4,0.4,19.5,-0.88,7.27,-0.05,23.4,-7.93,16.8,-4.69,75
277,2498,宏達電,41.3,2025,29,-5.85,10.4,-17.0,60.3,276.0,35.9,-4.81,208.0,319.0,7.21,11.32,25.1,40.5,14.2,21.7,62
278,6637,醫影,72.1,2025,11.6,40.5,3.5,4.27,1.86,12.4,30.1,-10.4,15.9,-3.97,7.17,0.0,18.4,-4.24,12.0,-4.13,55
279,4137,麗豐-KY,110.5,2025,38.8,-4.63,31.8,-5.57,5.88,24.4,82.1,-0.82,15.2,3.54,7.13,1.32,10.9,2.03,6.39,1.07,66
280,3709,鑫聯大投控,71.3,2025,410,44.3,24.9,88.3,8.49,247.0,6.09,1.42,2.07,1.25,7.11,4.68,28.5,17.9,3.63,1.59,32
281,7556,意德士,265.5,2025,7.48,19.3,2.89,16.6,1.9,29.3,38.6,-0.87,25.4,1.96,7.1,1.28,15.9,1.06,11.5,-0.98,72
282,6870,騰雲,190.5,2025,8.04,20.3,5.65,21.3,1.65,43.3,70.2,0.54,21.1,4.09,7.08,2.04,14.5,3.69,7.55,1.13,64
283,2882,國泰金,75.0,2025,"3,504",-2.04,,,"1,071",-2.84,,,30.7,-0.38,7.06,-0.23,11.7,-1.33,0.77,-0.07,71
284,4760,勤凱,267.0,2025,19.1,27.8,4.1,25.8,2.23,17.5,21.5,-0.34,11.7,-1.03,7.05,0.75,22.5,0.78,13.7,-0.52,49
285,4958,臻鼎-KY,282.0,2025,"1,825",6.33,361,11.3,67.9,-26.0,19.8,0.89,5.81,-1.82,6.91,-2.76,6.57,-2.58,3.88,-1.26,51
286,6206,飛捷,108.0,2025,50.3,9.26,22.2,10.6,9.86,-0.54,44.1,0.52,19.2,-1.66,6.9,-0.03,18.6,-0.91,15.7,-0.63,74
287,6922,宸曜,166.5,2025,16.4,13.7,6.9,10.0,1.87,-3.54,42.0,-1.4,11.4,-2.03,6.9,-0.67,18.6,-2.72,9.83,-3.51,60
288,8155,博智,377.5,2025,49.5,36.9,8.48,46.2,3.77,59.3,17.1,1.09,7.6,1.06,6.88,2.19,13.8,2.95,7.63,1.1,47
289,2348,海悅,77.5,2025,73.5,-27.6,26.5,-29.3,10.9,-51.2,36.0,-0.85,15.8,-7.7,6.85,-7.58,11.0,-14.2,2.56,-3.99,47
290,6574,霈方,106.5,2025,6.22,6.51,3.55,-17.7,1.5,66.1,57.1,-16.8,24.1,8.65,6.82,2.72,19.2,5.42,15.5,4.7,81
291,1773,勝一,157.5,2025,115,4.01,39.8,10.5,20.4,13.3,34.6,2.04,17.8,1.46,6.81,-0.4,19.3,-0.21,12.5,0.53,64
292,6679,鈺太,276.0,2025,19.7,-7.01,8.29,-5.82,3.65,-23.4,42.2,0.53,18.6,-3.97,6.81,-2.05,6.91,-2.26,6.53,-2.13,66
293,2377,微星,91.9,2025,"2,302",16.3,252,4.21,57.5,-15.4,11.0,-1.28,2.5,-0.94,6.8,-1.24,10.7,-2.49,5.28,-1.98,43
294,6727,亞泰金屬,399.0,2025,16.3,8.58,3.72,29.5,1.83,22.1,22.8,3.68,11.2,1.24,6.8,1.11,13.5,0.99,4.92,0.15,45
295,6556,勝品,68.2,2025,13.9,-17.6,4.59,-25.3,1.95,-23.3,32.9,-3.41,14.1,-1.38,6.79,-2.06,12.4,-5.52,9.27,-3.21,64
296,6768,志強-KY,85.4,2025,204,10.5,40.4,5.81,13.5,-15.4,19.8,-0.87,6.64,-2.02,6.77,-1.38,8.93,-2.14,5.94,-1.4,48
297,9917,中保科,116.5,2025,190,6.29,61.8,6.25,30.1,5.7,32.6,-0.01,16.1,-0.08,6.77,0.35,22.1,0.31,10.3,-0.15,64
298,2729,瓦城,172.0,2025,61,0.46,31.1,-0.21,2.89,-18.0,50.9,-0.34,4.7,-0.98,6.76,-2.25,11.3,-1.97,4.79,-1.52,53
299,5483,中美晶,124.5,2025,782,-1.89,196,-19.4,41.2,-23.0,25.0,-5.43,11.9,-2.7,6.71,-2.53,7.92,-3.83,3.44,-1.24,53
300,2233,宇隆,231.5,2025,32.7,-10.5,10.2,-25.4,4.04,-38.9,31.0,-6.18,12.2,-5.77,6.7,-4.26,9.97,-7.25,6.29,-5.4,55
301,8271,宇瞻,179.5,2025,111,41.9,23.1,77.3,8.6,208.0,20.7,4.14,7.9,4.17,6.7,4.52,18.0,11.5,11.3,6.69,45
302,6231,系微,262.5,2025,16.9,4.64,12.5,0.19,3.04,-9.71,73.9,-3.28,18.0,-2.86,6.66,-0.71,26.0,-6.35,18.1,-3.99,73
303,2301,光寶科,162.0,2025,"1,661",21.1,380,28.4,151,26.6,22.9,1.3,9.1,0.38,6.64,1.43,16.7,3.12,7.36,1.29,51
304,3019,亞光,129.0,2025,264,14.7,49.7,16.0,18.4,14.1,18.8,0.21,8.13,-0.67,6.6,0.81,12.4,-0.24,8.09,-0.6,51
305,6291,沛亨,421.5,2025,21.3,16.7,7.44,30.8,2.77,7.63,35.0,3.76,12.8,1.42,6.6,0.47,18.4,5.82,12.0,3.33,57
306,8390,金益鼎,90.0,2025,46.3,-6.1,9.39,13.5,6.34,36.3,20.3,3.5,13.6,4.17,6.6,1.76,18.0,3.01,15.1,2.28,70
307,3026,禾伸堂,233.5,2025,134,5.01,25.2,20.6,10.9,12.2,18.8,2.43,7.64,0.4,6.58,0.71,9.87,0.8,6.41,0.41,49
308,6719,力智,167.5,2025,45.8,23.9,16,42.5,6.93,201.0,34.8,4.56,15.1,8.9,6.58,4.16,5.01,2.89,4.21,2.37,62
309,9958,世紀鋼,106.0,2025,145,15.9,42.4,20.5,16.5,-6.22,29.3,1.1,18.4,-0.54,6.57,-0.36,12.1,-0.93,6.39,0.25,62
310,7631,聚賢研發-創,137.0,2025,11,29.6,3.03,14.1,1.26,36.7,27.5,-3.73,11.5,0.6,6.56,1.05,18.7,0.05,10.1,-0.34,64
311,6191,精成科,104.5,2025,337,55.5,64.9,14.8,31.5,10.7,19.3,-6.82,9.35,-3.72,6.55,0.54,12.8,-0.23,6.2,-1.04,49
312,3029,零壹,97.3,2025,249,34.7,30.3,24.8,10.9,30.7,12.2,-0.97,5.18,-0.15,6.53,1.31,18.6,0.93,9.06,-0.2,45
313,4506,崇友,120.5,2025,60.2,9.74,19.6,13.6,11.5,16.8,32.5,1.1,19.2,1.15,6.52,0.94,20.3,1.91,10.8,0.71,66
314,6498,久禾光,93.2,2025,12.4,19.8,5.91,23.7,2.92,27.7,47.8,1.54,23.6,1.46,6.51,0.94,23.2,-2.65,14.4,-0.64,73
315,2535,達欣工,70.2,2025,221,50.3,24.9,52.9,16.9,24.8,11.3,0.19,7.53,-1.43,6.5,1.29,16.1,2.4,5.68,0.61,47
316,2006,東和鋼鐵,71.8,2025,579,-3.84,85.8,2.22,47.2,5.38,14.8,0.88,8.22,0.7,6.47,0.34,14.2,0.0,8.9,0.77,47
317,6143,振曜,93.0,2025,85.2,15.0,19,21.9,5.56,-11.8,22.2,1.26,9.17,-1.46,6.46,-0.87,15.8,-1.92,9.96,-0.99,55
318,6629,泰金-KY,116.5,2025,17.4,7.66,4.59,-13.2,2.47,-40.7,26.4,-6.32,14.2,-11.6,6.46,-5.03,14.8,-16.1,10.2,-12.0,55
319,7708,全家餐飲,92.2,2025,27.2,14.5,13.2,17.3,1.65,28.2,48.6,1.19,6.05,0.65,6.46,1.07,16.3,0.81,8.77,0.91,57
320,3479,安勤,92.2,2025,84.8,11.5,21.9,10.7,4.68,-5.89,25.8,-0.2,6.38,-1.22,6.45,-0.4,13.8,-1.89,7.43,-1.95,53
321,2755,揚秦,139.5,2025,30.4,20.1,8.34,22.9,2.35,33.5,27.4,0.62,7.72,0.77,6.44,0.6,25.0,2.66,11.6,1.18,57
322,1319,東陽,78.5,2025,251,-1.96,84.3,-1.21,38,-13.1,33.6,0.25,15.6,-1.85,6.43,-0.97,13.7,-2.75,10.2,-2.0,64
323,3609,三一東林,25.95,2025,6.65,70.7,0.74,-18.4,2.47,248.0,11.1,-12.1,37.1,79.7,6.42,11.13,61.4,114.0,23.5,38.5,62
324,5312,寶島科,99.0,2025,41.3,3.94,26.2,4.8,3.85,-22.1,63.5,0.52,9.32,-3.13,6.41,-1.83,10.7,-4.67,4.49,-2.05,51
325,6285,啟碁,264.5,2025,"1,103",0.03,138,2.85,30.6,-11.3,12.5,0.34,2.78,-0.35,6.41,-0.85,9.24,-1.81,4.07,-0.71,40
326,1472,三洋實業,95.4,2025,36.4,56.0,5.13,78.8,3.36,117.0,14.1,1.8,9.22,2.6,6.4,3.09,15.5,6.57,6.74,2.45,52
