排名,代號,名稱,成交,財報年度,營收(億),營收成長(%),毛利(億),毛利成長(%),淨利(億),淨利成長(%),毛利(%),毛率增減,淨利(%),淨率增減,EPS(元),EPS增減(元),ROE(%),ROE增減,ROA(%),ROA增減,財報評分
1523,8121,越峰,29.35,2025,30.7,-0.85,5.09,-20.2,-0.66,-143.0,16.6,-4.01,-3.08,-7.29,-0.31,-1.04,-3.49,-8.62,-1.68,-4.23,32
1524,2425,承啟,30.2,2025,31.1,2.17,2.17,-2.43,-0.31,-131.0,6.99,-0.33,1.28,-3.46,-0.32,-1.37,1.39,-3.98,0.86,-2.83,40
1525,5345,馥鴻,23.2,2025,0.23,251.0,0.06,143.0,-0.12,83.1,25.3,233.0,-51.9,1024.0,-0.32,2.19,-5.46,41.1,-5.28,36.8,47
1526,1465,偉全,12.7,2025,3.58,-27.7,-0.13,-143.0,-0.34,-150.0,-3.51,-9.35,-9.43,-23.1,-0.33,-0.98,-2.08,-6.15,-1.84,-5.33,40
1527,4183,福永生技,15.2,2025,5,10.8,0.87,-9.58,-0.08,-145.0,17.4,-3.92,-1.57,-5.41,-0.33,-1.06,-2.69,-8.36,-1.46,-4.65,30
1528,3591,艾笛森,24.75,2025,23.1,-9.81,4.9,-22.5,-0.47,-133.0,21.2,-3.48,-1.7,-7.65,-0.34,-1.34,-1.27,-6.23,-0.94,-4.72,47
1529,4102,永日,19.05,2025,4.74,-18.8,0.95,-47.0,-0.14,-122.0,19.9,-10.6,-2.12,-14.1,-0.34,-1.86,-1.43,-11.1,-1.07,-8.23,38
1530,4806,桂田文創,10.15,2025,0.81,21.0,0.26,120.0,-0.34,15.5,32.6,14.7,-41.6,18.2,-0.34,-0.14,-5.09,0.53,-3.48,0.51,45
1531,1528,恩德,29.2,2025,28,-23.8,8.7,-6.32,-0.67,56.8,31.1,5.81,-2.5,1.74,-0.35,0.46,-3.11,3.39,-1.33,1.54,36
1532,1586,和勤,22.75,2025,23,-10.6,2.82,-29.7,-0.34,-197.0,12.3,-3.35,-1.48,-2.86,-0.35,-0.78,-1.98,-4.34,-0.9,-1.79,30
1533,2702,華園,17.8,2025,14.1,-2.27,12.3,-1.31,-0.54,-234.0,87.1,0.84,-3.85,-6.66,-0.35,-0.61,-1.65,-2.9,-0.73,-1.22,45
1534,3313,斐成,12.95,2025,0.11,-69.0,-0.07,-1593.0,-0.74,-142.0,-57.2,-56.2,-648.0,-1118.0,-0.35,-1.38,-3.85,-15.1,-2.21,-9.47,30
1535,8201,無敵,13.3,2025,4.72,1.42,1.16,30.5,-0.22,59.7,24.5,5.46,-4.66,7.06,-0.35,0.53,-4.73,6.33,-3.31,4.71,45
1536,2349,錸德,13.75,2025,74.9,3.15,10.3,-21.3,-2.47,-628.0,13.7,-4.26,-2.59,-5.43,-0.36,-0.43,-2.04,-4.12,-1.1,-2.25,36
1537,2419,仲琦,36.8,2025,88.8,-2.29,16.7,-5.35,-1.17,-124.0,18.8,-0.61,0.94,-0.57,-0.36,-0.2,1.35,-0.88,0.8,-0.54,40
1538,3380,明泰,41.55,2025,225,4.75,39,-0.82,-1.94,-189.0,17.4,-0.97,-0.65,-2.25,-0.36,-0.76,-1.09,-3.59,-0.62,-2.07,34
1539,4121,優盛,15.5,2025,38,-1.34,13.1,-2.13,-0.3,-1.87,34.4,-0.28,-1.81,-0.38,-0.36,-0.02,-3.37,-0.58,-1.63,-0.3,38
1540,4950,金耘國際,16.8,2025,10.2,192.0,1.64,380.0,-0.21,69.8,16.1,6.33,0.58,15.9,-0.36,0.53,0.72,11.1,0.46,7.01,38
1541,6144,得利影,16.25,2025,1.73,-7.24,0.7,3.82,-0.14,36.8,40.3,4.29,-8.03,3.76,-0.36,0.21,-4.48,2.27,-3.86,2.03,45
1542,2401,凌陽,23.65,2025,63,-2.04,29.4,-5.77,-2.15,-183.0,46.6,-1.85,1.05,-8.21,-0.37,-0.81,0.62,-4.85,0.47,-3.75,57
1543,8277,商丞,7.66,2025,2.44,-17.0,0.78,8.35,-0.34,49.2,32.0,7.48,-21.9,6.37,-0.37,0.35,-11.4,4.4,-9.39,2.75,53
1544,2712,遠雄來,17.4,2025,5.25,47.9,1.01,512.0,-0.4,72.9,19.2,26.0,-7.69,34.3,-0.38,1.04,-3.86,8.98,-2.32,5.96,32
1545,3632,研勤,9.0,2025,2.65,-28.7,1.46,-31.9,-0.16,-30.1,55.2,-2.55,-5.57,-2.22,-0.38,-0.09,-10.4,-2.68,-4.51,-0.99,40
1546,3701,大眾控,65.9,2025,98.3,-24.9,17.2,-4.37,-0.89,-438.0,17.5,3.76,-1.12,-3.0,-0.38,-0.49,-1.69,-5.27,-0.8,-2.69,34
1547,1909,榮成,9.61,2025,447,-6.47,44,-5.59,-5.17,-38.3,9.85,0.09,-1.17,-0.38,-0.39,-0.11,-2.5,-0.77,-0.76,-0.22,28
1548,2073,雄順,26.9,2025,5.58,-5.8,0.55,-43.3,-0.11,-162.0,9.79,-6.47,-1.92,-4.82,-0.39,-1.02,-2.49,-6.37,-1.54,-3.8,34
1549,3060,銘異,30.25,2025,38.2,8.85,4.7,2.58,-0.54,-186.0,12.3,-0.75,-1.15,-2.98,-0.39,-0.84,-1.64,-4.09,-0.98,-2.45,30
1550,4558,寶緯,19.9,2025,15.4,5.77,0.8,-36.4,-0.19,-180.0,5.18,-3.44,-1.26,-2.92,-0.39,-0.87,-2.17,-4.88,-0.73,-1.79,26
1551,5344,立衛,14.6,2025,3.4,-3.53,0.19,-74.5,-0.31,-171.0,5.72,-15.9,-9.15,-21.5,-0.39,-0.94,-6.01,-14.4,-4.81,-11.7,38
1552,6222,立軒,20.75,2025,0.03,-0.4,0,240.0,-0.25,-49.4,16.4,28.1,-891.0,-297.0,-0.4,0.01,-4.34,1.54,-4.3,1.49,40
1553,8421,旭源,13.5,2025,11.8,-3.92,1.94,-17.6,-0.22,-2736.0,16.5,-2.74,-1.79,-1.55,-0.4,-0.42,-2.67,-2.33,-1.1,-0.95,32
1554,1435,中福,14.1,2025,0.06,-44.0,0.04,-55.4,-0.58,-55.9,64.7,-16.6,-966.0,-619.0,-0.41,-0.14,-5.37,-2.41,-4.58,-2.01,40
1555,1452,宏益,12.0,2025,13.6,-20.2,0.26,-66.0,-0.55,-165.0,1.92,-2.58,-4.06,-9.05,-0.41,-1.05,-2.0,-5.08,-1.89,-4.78,43
1556,6582,申豐,32.25,2025,8.21,-51.9,-0.45,-130.0,-0.43,-141.0,-5.5,-14.2,-5.27,-11.4,-0.41,-1.4,-0.69,-2.44,-0.66,-2.3,36
1557,1236,宏亞,26.9,2025,18.1,-8.31,4.6,-9.75,-0.37,-53.4,25.3,-0.41,-2.04,-0.82,-0.43,-0.15,-1.45,-0.48,-0.97,-0.36,38
1558,3229,晟鈦,30.7,2025,10.4,13.3,0.67,2.81,-0.28,-418.0,6.47,-0.66,-2.67,-3.62,-0.43,-0.57,-4.53,-5.93,-3.27,-4.26,26
1559,4113,聯上,16.0,2025,6.1,-89.3,1.25,-91.8,-1,-113.0,20.5,-6.05,-16.4,-29.9,-0.43,-3.98,-2.28,-22.5,-0.69,-6.09,21
1560,4939,亞電,41.15,2025,14.2,-8.05,3.07,-5.7,-0.42,-322.0,21.7,0.54,-2.99,-4.22,-0.43,-0.62,-2.92,-4.16,-1.56,-2.26,36
1561,6615,慧智,33.5,2025,3.86,-14.9,0.99,-26.9,-0.09,-151.0,25.7,-4.23,-2.3,-6.52,-0.43,-1.29,-1.39,-4.42,-1.19,-3.68,43
1562,3115,富榮綱,9.45,2025,0.04,12.2,0.04,20.8,-0.23,3.56,100.0,7.1,-515.0,84.4,-0.44,0.29,-6.21,5.92,-5.72,5.17,51
1563,1441,大東,9.8,2025,15.2,-6.83,1,1340.0,-0.31,-128.0,6.61,7.11,-2.1,-8.34,-0.45,-2.08,-6.13,-28.2,-1.88,-7.07,26
1564,1467,南緯,7.0,2025,51.5,2.23,9.89,-6.86,-1.05,-197.0,19.2,-1.87,-2.33,-3.9,-0.45,-0.91,-4.01,-6.7,-1.37,-2.3,34
1565,8929,富堡,15.55,2025,7.2,-6.89,1.79,-6.56,-0.23,-147.0,24.9,0.09,-3.43,-10.4,-0.45,-1.4,-2.83,-8.98,-1.86,-6.05,40
1566,3178,公準,72.5,2025,12.6,-4.4,1.7,-23.6,-0.21,-143.0,13.6,-3.41,-1.58,-5.26,-0.46,-1.52,-1.64,-5.48,-0.73,-2.45,32
1567,6228,全譜,25.0,2025,0.51,20.0,0.29,135.0,-0.12,45.2,56.4,27.5,-23.7,28.1,-0.47,0.39,-4.68,4.22,-2.94,2.53,40
1568,9902,台火,14.8,2025,3.79,56.5,0.27,-41.2,-0.46,-181.0,7.15,-11.9,-12.4,-36.0,-0.47,-1.05,-3.78,-8.3,-3.49,-7.63,43
1569,3360,尚立,14.15,2025,73.4,17.2,3,24.1,-0.36,1.54,4.08,0.23,-0.85,-0.03,-0.48,0.0,-7.34,-1.6,-1.95,0.0,23
1570,2342,茂矽,30.5,2025,20.4,7.56,3.03,-22.7,-0.77,-185.0,14.9,-5.82,-3.79,-8.6,-0.49,-1.07,-3.2,-6.98,-2.37,-5.06,43
1571,2722,夏都,24.6,2025,5.69,-9.87,1.82,-19.7,-0.7,-2142.0,31.9,-3.9,-15.1,-12.4,-0.49,-0.52,-3.2,-2.52,-2.36,-1.85,43
1572,3294,英濟,33.4,2025,35.7,-17.2,5.18,-22.7,-0.64,-185.0,14.5,-1.02,-2.21,-3.91,-0.49,-1.07,-3.41,-6.72,-1.59,-3.01,36
1573,6767,台微醫,28.2,2025,3.12,-6.86,2.43,-7.79,-0.19,61.1,78.0,-0.79,-6.13,8.53,-0.49,1.13,-3.28,6.91,-2.65,5.33,51
1574,3686,達能,17.7,2025,0.86,3.97,-0.01,23.9,-0.38,-773.0,-0.74,0.27,-44.4,-39.1,-0.5,-0.44,-5.56,-4.94,-5.47,-4.86,27
1575,6264,富裔,6.2,2025,1.12,-43.9,0.19,-65.5,-0.66,-1126.0,16.6,-10.4,-72.5,-74.5,-0.5,-0.55,-9.59,-10.1,-1.94,-2.05,26
1576,1316,上曜,12.0,2025,44,195.0,17.2,257.0,-1.71,16.6,39.0,6.71,17.3,-9.48,-0.52,0.23,6.81,1.38,3.56,0.95,47
1577,6243,迅杰,30.95,2025,6.28,-12.9,2.7,4.14,-0.23,-147.0,43.0,7.04,-3.74,-10.7,-0.52,-1.64,-2.91,-8.9,-1.93,-6.06,49
1578,5487,通泰,29.1,2025,1.64,-15.5,0.54,-2.79,-0.13,-385.0,33.0,4.31,-7.87,-6.5,-0.53,-0.42,-2.45,-1.95,-2.21,-1.76,55
1579,8107,大億金茂,13.25,2025,9.43,2.06,2.52,3.06,-0.4,-129.0,26.7,0.26,-4.25,-18.9,-0.53,-2.34,-2.61,-11.6,-1.33,-5.64,40
1580,4714,永捷,15.2,2025,15.3,85.1,1.51,7.53,-0.96,-170.0,9.86,-7.11,51.1,-103.0,-0.54,-1.34,10.4,-13.1,6.9,-7.98,47
1581,3390,旭軟,24.25,2025,7.92,-7.45,1.12,-32.0,-0.42,-144.0,14.1,-5.1,-5.33,-16.7,-0.55,-1.96,-3.19,-11.2,-2.58,-8.45,40
1582,6838,台新藥,30.5,2025,0.09,-93.4,-0.02,-101.0,-0.84,58.4,-16.8,-99.8,-880.0,-740.0,-0.55,0.88,-5.56,9.38,-4.0,6.47,38
1583,8104,錸寶,40.0,2025,35.6,54.8,5.59,23.1,-0.52,-481.0,15.7,-4.05,-0.25,-2.19,-0.55,-0.71,-0.3,-2.1,-0.12,-0.85,34
1584,8374,羅昇,81.6,2025,44.4,23.9,11.1,25.4,-0.62,-192.0,25.0,0.29,1.44,-2.64,-0.55,-1.15,2.21,-3.67,1.19,-2.3,47
1585,1905,華紙,14.1,2025,188,-9.63,5.03,-67.4,-6.13,-143.0,2.68,-4.76,-3.36,-2.28,-0.56,-0.33,-3.42,-2.18,-1.59,-0.99,28
1586,2017,官田鋼,9.33,2025,27.3,-16.7,0.12,-93.2,-2.39,-300.0,0.44,-4.92,-11.0,-16.0,-0.56,-0.84,-4.47,-6.88,-2.23,-3.59,23
1587,2038,海光,15.2,2025,89.2,-8.24,1.18,-51.1,-1.09,-389.0,1.32,-1.16,-1.43,-1.64,-0.56,-0.76,-3.12,-3.6,-1.29,-1.49,23
1588,3085,新零售,12.75,2025,0.55,5.58,0.31,116.0,-0.39,41.3,56.1,28.6,-71.2,56.9,-0.56,1.13,-9.06,14.6,-7.43,10.1,45
1589,6103,合邦,41.9,2025,0.92,66.8,0.13,37.8,-0.08,-116.0,14.0,-2.95,-8.28,-92.7,-0.56,-3.96,-4.74,-37.4,-4.52,-32.4,36
1590,4142,國光生,18.5,2025,14,-9.99,2.88,-35.6,-2.4,1.18,20.6,-8.19,-23.5,-1.92,-0.57,0.01,-6.21,-0.28,-3.96,-0.21,45
1591,1799,易威,43.5,2025,5.97,10.5,2.8,-6.38,-0.73,25.0,46.9,-8.48,-12.6,3.73,-0.59,0.22,-10.5,2.51,-5.4,1.11,45
1592,8067,志旭,13.0,2025,1.07,-2.17,0.44,-10.9,-0.12,17.0,41.1,-4.02,-11.3,2.26,-0.59,0.12,-8.06,0.97,-3.2,0.71,34
1593,3625,西勝,16.9,2025,4.02,-18.7,0.46,-1.19,-0.65,56.8,11.5,2.02,-16.2,14.3,-0.6,0.79,-11.3,11.4,-3.81,3.98,34
1594,5484,慧友,38.8,2025,5.06,9.99,1.16,-12.3,-0.4,32.5,22.9,-5.8,-7.97,5.02,-0.6,0.3,-7.88,2.77,-4.48,2.27,30
1595,8040,九暘,62.4,2025,6.61,2.65,2.72,21.1,-0.58,48.8,41.1,6.27,-8.81,8.86,-0.6,0.78,-2.35,4.79,-2.24,4.22,55
1596,2461,光群雷,17.55,2025,52.6,-4.36,10.9,-11.9,-1.03,-139.0,20.7,-1.77,-2.61,-6.02,-0.61,-2.2,-3.51,-8.12,-1.75,-4.14,30
1597,4147,中裕,53.3,2025,6.11,0.19,2.59,22.8,-1.68,16.9,42.4,7.82,-27.4,5.63,-0.61,0.14,-4.26,1.87,-3.42,1.12,53
1598,5202,力新,14.15,2025,1.5,-8.35,1.18,-3.89,-0.55,-135.0,78.7,3.65,-36.4,-131.0,-0.61,-2.36,-4.52,-17.5,-4.22,-16.4,47
1599,6616,特昇-KY,10.0,2025,10.3,-11.7,1.17,-14.8,-0.21,55.7,11.3,-0.4,-2.09,2.62,-0.61,0.78,-4.87,7.77,-2.85,4.27,32
1600,5905,南仁湖,8.73,2025,10.7,9.65,7.84,8.45,-1.74,-32.1,73.0,-0.8,-32.3,-17.1,-0.63,-0.12,-9.65,-5.48,-4.08,-2.29,30
1601,3049,精金,13.8,2025,14.8,1.22,-4.38,34.1,-5.14,41.4,-29.5,15.8,-32.1,28.7,-0.64,0.46,-6.05,4.07,-3.56,3.07,36
1602,3288,點晶,15.75,2025,0.73,-10.2,0.48,-2.85,-0.1,-84.0,65.5,4.92,-13.3,-6.81,-0.64,-0.29,-9.66,-4.37,-4.86,-2.28,27
1603,4416,三圓,15.1,2025,14.6,260.0,5.17,375.0,-0.44,-854.0,35.5,8.59,-3.03,-4.48,-0.64,-0.74,-2.64,-2.99,-0.3,-0.34,30
1604,3629,地心引力,17.45,2025,0.15,24825.0,0.03,8033.0,-0.21,37.6,22.5,-46.4,-141.0,56329.0,-0.65,0.4,-34.9,4.03,-28.8,4.18,34
1605,5220,萬達光電,20.25,2025,6.82,-0.13,1.25,-9.13,-0.26,-330.0,18.4,-1.82,-3.76,-5.39,-0.65,-0.93,-3.39,-4.79,-2.16,-3.02,40
1606,5468,凱鈺,18.15,2025,1.65,36.9,0.47,35.8,-0.26,-451.0,28.4,-0.23,-16.0,-12.0,-0.65,-0.52,-6.3,-4.62,-3.59,-2.83,34
1607,5481,新華,22.6,2025,0.96,-0.63,0.38,-6.47,-0.43,-170.0,39.8,-2.49,-45.0,-28.0,-0.65,-0.41,-3.59,-2.26,-2.7,-1.68,43
1608,4540,全球傳動,57.9,2025,25.6,11.6,2.46,297.0,-0.74,84.8,9.63,15.1,-2.89,18.3,-0.66,4.31,-2.2,12.7,-1.01,5.54,23
1609,4557,永新-KY,53.6,2025,39.7,1.42,11.7,3.49,-0.31,-107.0,29.6,0.59,-0.73,-12.3,-0.67,-10.86,-1.09,-20.2,-0.54,-10.4,30
1610,5223,安力-KY,26.5,2025,19.6,18.1,3.06,1.47,-0.3,-23.5,15.6,-2.55,-1.52,-0.07,-0.67,-0.13,-1.49,-0.27,-0.87,-0.14,36
1611,1517,利奇,11.2,2025,20.2,-0.51,0.64,-19.2,-1.54,-65.9,3.17,-0.73,-6.83,-2.3,-0.69,-0.27,-3.82,-1.38,-3.15,-1.12,40
1612,6733,博晟生醫,30.75,2025,2.22,32.6,1.6,22.7,-0.85,27.4,72.0,-5.81,-42.9,28.7,-0.69,0.26,-11.9,1.42,-11.0,1.19,55
1613,8411,福貞-KY,12.35,2025,91.9,2.6,5.91,-26.6,-1.5,-178.0,6.43,-2.56,-1.66,-1.08,-0.69,-0.44,-2.53,-1.66,-1.14,-0.74,32
1614,1325,恆大,27.05,2025,2.91,-8.34,-0.52,-41.3,-0.6,-15.6,-17.8,-6.27,-21.7,-0.57,-0.7,-0.1,-2.32,0.06,-2.24,0.05,43
1615,2241,艾姆勒,28.45,2025,7.86,14.0,0.28,923.0,-0.74,64.5,3.5,3.11,-9.68,23.3,-0.7,1.28,-5.06,9.45,-3.25,5.64,32
1616,3631,晟楠,29.35,2025,0.29,-61.4,0.08,-63.9,-0.57,-25.2,27.7,-1.92,-265.0,-187.0,-0.7,-0.14,-5.12,-1.34,-2.92,-0.83,38
1617,6830,汎銓,885.0,2025,21.8,10.8,5.16,-1.53,-0.37,-156.0,23.7,-2.96,-1.68,-4.99,-0.71,-2.05,-1.19,-3.46,-0.6,-1.88,34
1618,8937,合騏*,30.85,2025,0.66,-50.2,-0.38,-3003.0,-0.74,-326.0,-58.3,-59.3,-141.0,-157.0,-0.71,-1.14,-5.08,-7.39,-2.95,-4.32,28
1619,4577,達航科技,145.5,2025,7.46,12.2,1.44,59.7,-0.36,31.7,19.3,5.75,-4.84,3.11,-0.73,0.35,-3.72,1.51,-1.91,0.71,27
1620,6928,攸泰科技,48.8,2025,19.7,-2.54,5.2,11.9,-0.62,7.13,26.4,3.39,-3.17,0.16,-0.73,0.09,-3.0,0.84,-2.32,0.42,45
1621,4529,淳紳,3.1,2025,0.05,-22.1,0.03,-27.6,-0.63,42.9,64.0,-4.82,-1177.0,442.0,-0.74,0.56,-22.2,8.75,-19.9,8.87,39
1622,6116,彩晶,8.95,2025,114,14.8,-17.6,51.0,-21.4,59.8,-15.4,20.7,-18.7,34.7,-0.75,1.11,-6.29,7.75,-4.81,6.0,34
1623,2321,東訊,13.3,2025,7.33,16.0,2.21,15.6,-0.12,16.6,30.1,-0.1,-0.77,1.9,-0.76,0.33,-1.27,2.45,-0.45,0.81,36
1624,6219,富旺,14.1,2025,27.7,-41.9,4.14,-66.3,-0.95,-116.0,14.9,-10.8,-3.44,-16.1,-0.76,-5.84,-4.65,-38.3,-0.65,-5.79,26
1625,8489,三貝德,26.8,2025,14.3,5.03,7.58,18.6,-0.32,28.5,52.9,6.04,0.07,0.37,-0.76,0.47,0.1,0.63,0.04,0.25,53
1626,8935,邦泰,18.9,2025,5.18,-6.33,0.53,-8.92,-0.87,-18.1,10.3,-0.29,-16.7,-3.45,-0.76,-0.09,-9.45,-1.45,-5.85,-1.05,38
1627,3576,聯合再生,18.3,2025,30.5,-47.3,-6.64,-204.0,-12.5,41.6,-21.8,-32.8,-40.9,-3.82,-0.77,0.54,-11.5,6.1,-4.82,2.79,30
1628,5211,蒙恬,23.55,2025,2.19,34.2,1.06,23.0,-0.25,33.7,48.5,-4.41,-9.95,14.4,-0.77,0.4,-5.93,4.11,-5.31,3.56,49
1629,5364,力麗店,11.35,2025,3.12,-26.1,0.42,780.0,-0.49,35.2,13.5,14.9,-14.2,12.9,-0.77,0.64,-5.71,16.0,-3.43,6.29,32
1630,1314,中石化,7.7,2025,192,-34.6,-18.4,-770.0,-29.7,-1298.0,-9.57,-10.5,-15.6,-16.3,-0.78,-0.85,-3.84,-4.11,-2.2,-2.36,19
1631,1444,力麗,6.59,2025,71.1,-14.0,1.85,-23.0,-7.72,-383.0,2.6,-0.3,-12.5,-15.5,-0.78,-1.06,-7.73,-9.77,-4.47,-5.72,26
1632,3176,基亞,30.5,2025,15.8,15.3,8.58,13.8,-1.09,46.8,54.2,-0.71,-18.7,-2.5,-0.78,0.69,-6.07,-1.64,-4.59,-1.67,51
1633,4131,浩泰,35.5,2025,2.45,298.0,0.86,2526.0,-0.31,35.9,35.3,30.0,-14.0,78.4,-0.78,0.45,-11.3,6.04,-7.69,5.1,40
1634,6426,統新,227.0,2025,4.87,47.7,1.46,5282.0,-0.3,78.3,29.9,29.1,-6.15,35.7,-0.78,2.8,-3.22,10.1,-2.88,9.06,49
1635,6512,啟發電,19.9,2025,1.8,-8.12,0.48,13.7,-0.2,17.1,26.4,5.06,-10.9,1.19,-0.78,0.17,-5.42,0.79,-4.93,0.6,50
1636,8047,星雲,55.3,2025,4.62,-5.47,1.58,-11.3,-0.32,-124.0,34.1,-2.25,-7.01,-4.06,-0.78,-0.43,-7.81,-4.46,-6.37,-3.63,36
1637,8906,花王,28.55,2025,2.02,-13.4,0.18,-47.4,-0.33,-252.0,8.91,-5.77,-16.3,-12.2,-0.78,-0.56,-6.95,-4.98,-1.29,-0.77,28
1638,6456,GIS-KY,77.6,2025,668,-4.58,43.6,-15.0,-2.63,-268.0,6.53,-0.8,-0.39,-0.56,-0.79,-1.25,-0.88,-1.27,-0.39,-0.56,32
1639,2509,全坤建,14.5,2025,2.64,-81.4,0.81,-81.6,-1.8,-481.0,30.6,-0.39,-67.1,-71.0,-0.8,-1.01,-4.02,-5.26,-1.4,-1.93,23
1640,4956,光鋐,49.75,2025,13.5,4.19,0.68,-53.3,-0.8,-278.0,5.05,-6.22,-5.95,-4.31,-0.8,-0.59,-4.83,-3.59,-2.92,-2.16,32
1641,8466,美吉吉-KY,17.75,2025,31.6,-18.1,4.77,-26.1,-0.62,-146.0,15.1,-1.63,-1.97,-5.39,-0.81,-2.83,-2.11,-7.07,-0.96,-3.01,38
1642,1324,地球,11.25,2025,7.34,-7.7,1.01,-30.1,-0.61,-997.0,13.7,-4.39,-8.35,-9.21,-0.82,-0.91,-6.59,-7.29,-5.45,-6.03,45
1643,3207,耀勝,65.4,2025,19.2,26.1,2.96,10.3,-0.54,-443.0,15.4,-2.2,-4.04,-2.04,-0.82,-0.66,-2.74,-0.96,-1.69,-0.6,43
1644,3541,西柏,24.0,2025,10.8,11.8,3.78,18.7,-0.46,-1870.0,34.9,2.04,-4.28,-4.04,-0.83,-0.79,-6.23,-5.92,-2.03,-1.93,43
1645,1599,宏佳騰,25.4,2025,18.6,-18.6,3.66,-29.0,-0.61,-169.0,19.6,-2.9,-4.32,-7.94,-0.84,-2.05,-4.11,-8.33,-2.98,-5.95,43
1646,2254,巨鎧精密-創,70.5,2025,4.78,-24.5,1.05,-36.8,-0.53,20.9,22.0,-4.27,-11.2,-0.51,-0.84,0.22,-4.72,1.55,-2.32,0.48,32
1647,2464,盟立,79.0,2025,66.8,-11.0,12.5,-7.61,-1.72,-267.0,18.8,0.68,-2.53,-4.0,-0.84,-1.36,-3.29,-5.62,-1.42,-2.31,38
1648,3067,全域,18.6,2025,0.58,33.9,0.16,-19.9,-0.17,16.8,27.6,-18.6,-28.7,17.5,-0.84,0.17,-6.78,1.01,-5.47,0.44,38
1649,3354,律勝,28.15,2025,0.99,-22.7,0.12,-8.15,-0.59,-149.0,12.3,1.95,-59.5,-41.1,-0.84,-0.5,-7.09,-4.41,-6.13,-4.01,47
1650,1213,大飲,9.33,2025,2.97,56.1,-0.07,82.6,-0.48,-110.0,-2.49,19.8,-16.3,-275.0,-0.85,-9.56,-7.05,-111.0,-6.13,-67.2,30
1651,1626,艾美特-KY,12.0,2025,77.9,-4.14,15.3,-6.01,-1.29,19.2,19.6,-0.39,-1.65,0.31,-0.86,0.19,-4.51,0.77,-1.5,0.36,26
1652,6547,高端疫苗,48.0,2025,6.13,1.24,3.65,-8.01,-2.82,-250.0,59.5,-5.98,-45.9,-32.7,-0.86,-0.62,-7.69,-5.6,-6.79,-5.25,49
1653,1445,大宇,13.1,2025,7.7,-22.1,0.87,741.0,-1.13,43.0,11.3,12.7,-14.7,5.38,-0.87,0.65,-5.01,2.79,-3.13,3.63,26
1654,3432,台端,16.25,2025,1.55,229.0,0.25,242.0,-0.37,-64.0,15.9,0.58,-23.6,23.8,-0.87,-0.32,-11.2,-3.89,-10.3,-3.63,39
1655,4716,大立,16.2,2025,5.33,-7.94,0.54,-1.1,-0.79,-199.0,10.2,0.7,-15.4,-28.7,-0.87,-1.81,-7.24,-14.2,-4.61,-8.81,40
1656,3057,喬鼎,18.6,2025,5.84,1.86,1.93,-2.64,-0.53,64.9,33.1,-1.53,-9.17,17.4,-0.88,0.76,-9.27,13.5,-5.57,8.1,34
1657,4188,安克,12.05,2025,0.3,-42.7,0.1,-69.6,-0.56,-10.2,32.9,-29.1,-235.0,-135.0,-0.88,0.0,-11.3,-2.03,-10.8,-2.08,45
1658,6108,競國,17.9,2025,41.8,-18.0,1.81,6.45,-1.39,-194.0,4.34,1.0,-3.32,-6.23,-0.88,-1.81,-3.95,-8.02,-2.02,-3.85,38
1659,2332,友訊,15.35,2025,134,-7.14,32.9,-11.2,-5.4,-1628.0,24.6,-1.14,-3.04,-3.96,-0.9,-0.96,-3.65,-4.79,-2.51,-3.31,40
1660,3047,訊舟,15.7,2025,36.5,-46.4,10.1,-46.1,-2.01,-278.0,27.6,0.19,-9.23,-15.6,-0.9,-1.41,-9.94,-23.2,-5.04,-11.4,40
1661,2406,國碩,33.95,2025,63.7,-7.81,6.32,70.8,-3.22,-6.77,9.92,4.57,-13.3,0.24,-0.92,-0.06,-10.0,0.69,-5.22,0.84,30
1662,3205,佰研,62.1,2025,3.46,-26.0,0.58,-28.8,-0.5,-2.13,16.7,-0.66,-14.4,-3.79,-0.92,0.57,-6.81,3.68,-6.27,2.12,45
1663,6617,共信-KY,66.7,2025,0.36,13.8,0.26,201.0,-1.14,-38.3,71.6,44.5,-332.0,-45.0,-0.92,-0.24,-4.31,-0.14,-3.92,-0.16,53
1664,8477,創業家,13.25,2025,4.15,-52.7,0.53,-67.3,-0.59,53.9,12.7,-5.67,-14.2,0.37,-0.92,2.71,-15.8,24.4,-11.9,12.0,40
1665,6494,九齊,54.3,2025,11.9,-11.7,2.86,-30.0,-0.29,-136.0,24.1,-6.27,-2.48,-8.65,-0.93,-3.56,-2.82,-10.5,-2.37,-8.59,40
1666,8027,鈦昇,148.5,2025,18.1,10.0,6.37,6.66,-0.98,-91.3,35.2,-1.1,-5.74,-2.16,-0.93,-0.42,-3.79,-1.51,-2.49,-1.08,40
1667,6109,亞元,11.95,2025,7.78,8.46,1.69,59.6,-0.64,43.1,21.8,6.98,-8.13,7.39,-0.94,0.71,-10.3,5.57,-6.21,4.67,34
1668,4934,太極,16.8,2025,0.89,-75.7,-1.31,5.64,-2.15,54.0,-147.0,-109.0,-436.0,-265.0,-0.95,1.12,-23.0,8.62,-15.8,6.78,36
1669,2485,兆赫,77.7,2025,26.1,-0.05,1.12,138.0,-3.06,57.4,4.3,15.7,-12.8,15.1,-0.96,1.3,-6.14,6.12,-4.95,4.38,36
1670,3322,建舜電,13.7,2025,30,6.3,4.13,-0.88,-1.17,-15.4,13.8,-1.0,-3.89,-0.55,-0.96,-0.09,-7.31,-1.2,-3.35,-0.49,28
