排名,代號,名稱,股價日期,成交,漲跌價,漲跌幅,股利發放年度,股利發放頻率,現金股利,股票股利,合計股利,除息價,除息價現金殖利率,除權價,除權價股票殖利率,除權息合計殖利率,除息交易日,除權交易日,現金股利發放日
714,2014,中鴻,09/04,17,+0.1,+0.59,2026,年,0,0,0,,0,,0,0,,,
715,2015,豐興,09/04,64.9,+0.5,+0.78,2026,年,3.3,0,3.3,68.1,4.85,,0,4.85,'26/03/26,,'26/04/24
716,2017,官田鋼,09/04,9.15,+0.15,+1.67,2026,年,0,0,0,,0,,0,0,,,
717,2020,美亞,09/04,21.85,+0.05,+0.23,2026,年,1.8,0,1.8,25.15,7.16,,0,7.16,'26/04/16,,'26/05/08
718,2022,聚亨,09/04,7.55,-0.04,-0.53,2026,年,0,0,0,,0,,0,0,,,
719,2023,燁輝,09/04,13.85,+0.05,+0.36,2026,年,0,0,0,,0,,0,0,,,
720,2024,志聯,09/04,13.25,0,0,2026,年,0,0,0,,0,,0,0,,,
721,2025,千興,09/04,12.7,+0.05,+0.4,2026,年,0,0,0,,0,,0,0,,,
722,2027,大成鋼,09/04,50.2,0,0,2026,年,1.5,0,1.5,39.5,3.8,,0,3.8,'26/07/14,,'26/08/13
723,2028,威致,09/04,15.75,+0.1,+0.64,2026,半年,0.4,0,0.4,16.1,2.51,,0,2.51,'26/07/08,,'26/07/31
724,2029,盛餘,09/04,21.8,-0.1,-0.46,2026,年,0.6,0,0.6,20.95,2.86,,0,2.86,'26/07/14,,'26/08/14
725,2030,彰源,09/04,23.45,+0.05,+0.21,2026,年,0.5,0,0.5,18.65,2.68,,0,2.68,'26/06/11,,'26/07/15
726,2031,新光鋼,09/04,44.95,-0.4,-0.88,2026,年,2.5,0,2.5,41.75,5.99,,0,5.99,'26/06/15,,'26/07/17
727,2032,新鋼,09/04,17.3,+0.4,+2.37,2026,年,0.5,0,0.5,17,2.94,,0,2.94,'26/04/16,,'26/05/20
728,2033,佳大,09/04,26.05,+0.5,+1.96,2026,年,0,0,0,,0,,0,0,,,
729,2034,允強,09/04,21.1,+0.45,+2.18,2026,年,1,0,1,20.75,4.82,,0,4.82,'26/07/16,,'26/08/13
730,2035,唐榮,09/04,26.2,-0.4,-1.5,2026,年,0,0,0,,0,,0,0,,,
731,2049,上銀,09/04,363,+18.5,+5.37,2026,年,2,0,2,344.5,0.58,,0,0.58,'26/07/08,,'26/08/05
732,2059,川湖,09/04,13860,+410,+3.05,2026,年,51,0,51,14510,0.35,,0,0.35,'26/08/27,,'26/10/01
733,2061,風青,09/04,54,+2.1,+4.05,2026,季,0,0,0,,0,,,0,,,
734,2062,橋椿,09/04,19.4,+0.15,+0.78,2026,年,1,0,1,19.4,5.15,,0,5.15,'26/09/10,,'26/10/08
735,2063,世鎧,09/04,23.8,-0.2,-0.83,2026,季,0.5,1,1.5,23.8,2.1,23.8,4.2,6.3,,,
736,2064,晉椿,09/04,12.45,+0.1,+0.81,2026,年,0,0,0,,0,,0,0,,,
737,2065,世豐,09/04,36.45,+0.2,+0.55,2026,季,1.5,0,1.5,31.75,4.72,,0,4.72,'26/04/01,,'26/05/08
738,2066,世德,09/04,54.7,+1.4,+2.63,2026,半年,2.15,0,2.15,58,3.71,,0,3.71,'26/08/21,,'26/09/18
739,2067,嘉鋼,09/04,4.82,-0.01,-0.21,2026,年,0,0,0,,0,,0,0,,,
740,2069,運錩,09/04,21,+0.05,+0.24,2026,年,1,0,1,20.15,4.96,,0,4.96,'26/06/16,,'26/07/10
741,2070,精湛,09/04,63,-2.3,-3.52,2026,半年,1.5,0,1.5,68.8,3.32,,0,3.32,'26/08/24,,'26/09/22
742,2072,世紀風電,09/04,136,-2,-1.45,2026,半年,13.08,0,13.08,149.5,7.74,,0,7.74,'26/08/28,,'26/09/29
743,2073,雄順,09/04,26.6,0,0,2026,年,0.3,0,0.3,28.15,1.07,,0,1.07,'26/07/24,,'26/08/20
744,2101,南港,09/04,31.35,-0.05,-0.16,2026,半年,1.3,0,1.3,32.9,3.81,,0,3.81,'26/08/28,,'26/09/18
745,2102,泰豐,09/04,18.25,0,0,2026,半年,0,0,0,,0,,0,0,,,
746,2103,台橡,09/04,28.25,+0.3,+1.07,2026,年,0.27,0,0.27,21.15,1.28,,0,1.28,'26/06/24,,'26/07/13
747,2104,國際中橡,09/04,10.3,0,0,2026,年,0,0,0,,0,,0,0,,,
748,2105,正新,09/04,30.95,+0.25,+0.81,2026,年,1.8,0,1.8,33.95,5.3,,0,5.3,'26/06/17,,'26/07/17
749,2106,建大,09/04,17.3,+0.1,+0.58,2026,年,0.65,0,0.65,17.85,3.64,,0,3.64,'26/06/22,,'26/07/17
750,2107,厚生,09/04,26.8,+0.05,+0.19,2026,年,1.4,0,1.4,26.45,5.29,,0,5.29,'26/06/15,,'26/07/09
751,2108,南帝,09/04,29.7,-0.15,-0.5,2026,年,1,0,1,25.35,3.94,,0,3.94,'26/03/26,,'26/04/24
752,2109,華豐,09/04,14.8,0,0,2026,半年,1,0,1,14.8,6.68,,0,6.68,'26/09/29,,'26/10/20
753,2114,鑫永銓,09/04,88.8,-0.4,-0.45,2026,年,5,0,5,93.4,5.35,,0,5.35,'26/06/09,,'26/07/07
754,2115,六暉-KY,09/04,23.8,0,0,2026,年,1.5,0,1.5,22.4,6.7,,0,6.7,'26/06/17,,'26/07/10
755,2201,裕隆,09/04,31.1,-0.3,-0.96,2026,年,0.56,0,0.56,29.1,1.92,,0,1.92,'26/08/25,,'26/09/29
756,2204,中華,09/04,54.1,-0.3,-0.55,2026,年,3.6,0,3.6,55.5,6.49,,0,6.49,'26/07/23,,'26/08/28
757,2206,三陽工業,09/04,63.4,+0.3,+0.48,2026,半年,3.058,0,3.058,63.9,4.79,,0,4.79,'26/07/22,,'26/08/26
758,2207,和泰車,09/04,539,+18,+3.45,2026,年,20,0,20,489.5,4.09,,0,4.09,'26/06/12,,'26/07/09
759,2208,台船,09/04,18.8,-0.05,-0.27,2026,年,0,0,0,,0,,0,0,,,
760,2211,長榮鋼,09/04,83,-0.6,-0.72,2026,年,6.5,0,6.5,94.2,6.9,,0,6.9,'26/07/20,,'26/08/07
761,2221,大甲,09/04,90.8,-0.7,-0.77,2026,年,1.5,0,1.5,49.85,3.01,,0,3.01,'26/07/15,,'26/08/07
762,2227,裕日車,09/04,47.65,+0.05,+0.11,2026,年,0.84,0,0.84,48,1.75,,0,1.75,'26/08/26,,'26/09/23
763,2228,劍麟,09/04,73.8,-0.5,-0.67,2026,年,4.5,0,4.5,83.7,5.38,,0,5.38,'26/07/15,,'26/08/12
764,2231,為升,09/04,90.6,+0.6,+0.67,2026,年,0.5,0,0.5,102,0.49,,0,0.49,'26/08/17,,'26/09/03
765,2233,宇隆,09/04,168.5,+3.5,+2.12,2026,年,4,0,4,185.5,2.16,,0,2.16,'26/07/30,,'26/08/26
766,2235,謚源,09/04,28.25,+0.4,+1.44,2026,年,1.5,0,1.5,28.5,5.26,,0,5.26,'26/07/15,,'26/08/14
767,2237,華德動能-創,09/04,27.7,0,0,2026,年,0,0,0,,0,,0,0,,,
768,2239,英利-KY,09/04,19.85,+0.1,+0.51,2026,年,0,0,0,,0,,0,0,,,
769,2241,艾姆勒,09/04,35.35,+1.1,+3.21,2026,年,0,0,0,,0,,0,0,,,
770,2243,宏旭-KY,09/04,46,+2.1,+4.78,2026,年,0,0,0,,0,,0,0,,,
771,2247,汎德永業,09/04,231.5,+2,+0.87,2026,半年,14.5,0,14.5,230,5.79,,0,5.79,'26/07/16,,'26/08/18
772,2248,華勝-KY,09/04,61.5,-0.2,-0.32,2026,年,3.106,0,3.106,59,5.26,,0,5.26,'26/07/13,,'26/08/14
773,2254,巨鎧精密-創,09/04,62.1,+0.1,+0.16,2026,半年,0,0,0,,0,,0,0,,,
774,2258,鴻華先進-創,09/04,30.3,+0.2,+0.66,2026,年,0,0,0,,0,,0,0,,,
775,2301,光寶科,09/04,308,+9,+3.01,2026,季,5.5,0,5.5,273.5,2.68,,0,2.68,'26/08/19,,'26/09/11
776,2302,麗正,09/04,43.1,+0.75,+1.77,2026,年,0.35,0,0.35,47.85,0.73,,0,0.73,'26/07/01,,'26/07/30
777,2303,聯電,09/04,130,+5,+4,2026,年,2.608,0,2.608,155,1.68,,0,1.68,'26/07/08,,'26/07/30
778,2305,全友,09/04,30.85,+0.75,+2.49,2026,年,0,0,0,,0,,0,0,,,
779,2308,台達電,09/04,1825,+65,+3.69,2026,年,11.6,0,11.6,2230,0.52,,0,0.52,'26/06/17,,'26/07/22
780,2312,金寶,09/04,32.85,+1.05,+3.3,2026,年,0.6,0,0.6,35.85,1.67,,0,1.67,'26/06/23,,'26/07/23
781,2313,華通,09/04,249.5,+13.5,+5.72,2026,年,2.8,0,2.8,282,0.99,,0,0.99,'26/06/02,,'26/06/26
782,2314,台揚,09/04,11.35,-0.15,-1.3,2026,年,0,0,0,,0,,0,0,,,
783,2316,楠梓電,09/04,155,+2,+1.31,2026,年,2,0,2,208,0.96,,0,0.96,'26/07/13,,'26/07/31
784,2317,鴻海,09/04,256,+8.5,+3.43,2026,年,7.172,0,7.172,248,2.89,,0,2.89,'26/07/02,,'26/07/31
785,2321,東訊,09/04,14.5,0,0,2026,年,0,0,0,,0,,0,0,,,
786,2323,中環,09/04,10.8,-0.05,-0.46,2026,年,0.2,0,0.2,10.8,1.85,,0,1.85,,,
787,2324,仁寶,09/04,41.6,+2.85,+7.35,2026,年,1.1,0,1.1,31.5,3.49,,0,3.49,'26/03/27,,'26/04/24
788,2327,國巨*,09/04,562,+51,+9.98,2026,半年,5.999,0,5.999,842,0.71,,0,0.71,'26/06/12,,'26/07/03
789,2328,廣宇,09/04,46.6,+0.8,+1.75,2026,年,0.9,0,0.9,48.75,1.85,,0,1.85,'26/06/30,,'26/07/24
790,2329,華泰,09/04,42.9,+0.65,+1.54,2026,年,1,0,1,52.7,1.9,,0,1.9,'26/06/11,,'26/07/10
791,2330,台積電,09/04,2410,+20,+0.84,2026,季,26,0,26,2410,1.17,,0,1.17,'26/09/16,,'26/10/08
792,2331,精英,09/04,19.6,+0.35,+1.82,2026,年,0,0,0,,0,,0,0,,,
793,2332,友訊,09/04,19.55,+0.9,+4.83,2026,年,0,0,0,,0,,0,0,,,
794,2337,旺宏,09/04,121.5,+4.5,+3.85,2026,年,0,0,0,,0,,0,0,,,
795,2338,光罩,09/04,38.6,+0.55,+1.45,2026,年,0,0,0,,0,,0,0,,,
796,2340,台亞,09/04,34.05,+0.85,+2.56,2026,年,0,0,0,,0,,0,0,,,
797,2342,茂矽,09/04,39.7,+0.2,+0.51,2026,半年,0,0,0,,0,,0,0,,,
798,2344,華邦電,09/04,174,+5,+2.96,2026,半年,0.5,0,0.5,96,0.52,,0,0.52,'26/03/27,,'26/05/04
799,2345,智邦,09/04,2100,+10,+0.48,2026,年,15,0,15,1910,0.79,,0,0.79,'26/07/30,,'26/08/27
800,2347,聯強,09/04,88,+1.6,+1.85,2026,年,4.2,0,4.2,88.5,4.75,,0,4.75,'26/07/13,,'26/08/07
801,2348,海悅,09/04,72.1,+1,+1.41,2026,年,5,0.5,5.5,74.4,6.72,74.4,0.67,7.39,'26/08/04,'26/08/04,'26/09/08
803,2349,錸德,09/04,10.95,+0.1,+0.92,2026,年,0,0,0,,0,,0,0,,,
804,2351,順德,09/04,239.5,+16.5,+7.4,2026,年,1.029,0,1.029,156.5,0.66,,0,0.66,'26/08/04,,'26/08/31
805,2352,佳世達,09/04,29.25,+0.75,+2.63,2026,年,1,0,1,30.4,3.29,,0,3.29,'26/07/23,,'26/08/21
806,2353,宏碁,09/04,32.7,+1.45,+4.64,2026,年,1.3,0,1.3,38.9,3.34,,0,3.34,'26/06/17,,'26/07/16
807,2354,鴻準,09/04,65.6,+1.9,+2.98,2026,年,1.5,0,1.5,55,2.73,,0,2.73,'26/07/02,,'26/07/31
808,2355,敬鵬,09/04,42.8,+0.95,+2.27,2026,年,1,0,1,42.55,2.35,,0,2.35,'26/07/21,,'26/08/10
809,2356,英業達,09/04,67.5,+2.5,+3.85,2026,年,2,0,2,63.7,3.14,,0,3.14,'26/07/15,,'26/08/05
810,2357,華碩,09/04,1025,+54,+5.56,2026,年,42,0,42,700,6,,0,6,'26/07/01,,'26/07/22
811,2359,所羅門,09/04,142,+1.5,+1.07,2026,半年,1,0,1,139,0.72,,0,0.72,'26/07/13,,'26/07/29
812,2360,致茂,09/04,2030,+15,+0.74,2026,年,19.5,0,19.5,2325,0.84,,0,0.84,'26/06/17,,'26/07/15
813,2362,藍天,09/04,49.3,+2.05,+4.34,2026,年,2,0,2,46.1,4.34,,0,4.34,'26/06/25,,'26/07/24
814,2363,矽統,09/04,51.1,+1,+2,2026,年,0.606,0,0.606,51.3,1.18,,0,1.18,'26/08/19,,'26/09/18
815,2365,昆盈,09/04,29.15,0,0,2026,季,0.3,0,0.3,32.7,0.92,,0,0.92,'26/07/16,,'26/08/11
816,2367,燿華,09/04,43.1,+0.8,+1.89,2026,年,0.2,0,0.2,36.3,0.55,,0,0.55,'26/08/03,,'26/09/04
817,2368,金像電,09/04,1045,-55,-5,2026,年,9.803,0,9.803,1395,0.7,,0,0.7,'26/06/23,,'26/07/22
818,2369,菱生,09/04,31.05,+0.65,+2.14,2026,年,0,0,0,,0,,0,0,,,
819,2371,大同,09/04,28.15,+0.55,+1.99,2026,半年,0,0,0,,0,,0,0,,,
820,2373,震旦行,09/04,53.2,+0.3,+0.57,2026,年,3.7,0,3.7,57.3,6.46,,0,6.46,'26/07/06,,'26/07/24
821,2375,凱美,09/04,125,+7,+5.93,2026,半年,1.2,0,1.2,123.5,0.97,,0,0.97,'26/08/06,,'26/08/31
822,2376,技嘉,09/04,361,+10.5,+3,2026,年,12,0,12,336.5,3.57,,0,3.57,'26/08/03,,'26/08/28
823,2377,微星,09/04,161.5,+11,+7.31,2026,年,4.2,0,4.2,146.5,2.87,,0,2.87,'26/08/20,,'26/09/17
824,2379,瑞昱,09/04,713,+6,+0.85,2026,年,25,0,25,713,3.51,,0,3.51,'26/09/08,,'26/10/07
825,2380,虹光,09/04,18.2,0,0,2026,半年,0,0,0,,0,,0,0,,,
826,2382,廣達,09/04,345,+10,+2.99,2026,半年,15.6,0,15.6,381,4.09,,0,4.09,'26/07/16,,'26/08/28
827,2383,台光電,09/04,5415,+125,+2.36,2026,年,25,0,25,5500,0.45,,0,0.45,'26/08/28,,'26/09/24
828,2385,群光,09/04,110.5,+3,+2.79,2026,年,7.2,0,7.2,141,5.11,,0,5.11,'26/06/15,,'26/07/10
829,2387,精元,09/04,36.4,-0.2,-0.55,2026,年,4,0,4,44.6,8.97,,0,8.97,'26/03/27,,'26/04/27
830,2388,威盛,09/04,81.4,+6.4,+8.53,2026,年,0.05,0,0.05,81.4,0.06,,0,0.06,'26/06/22,,'26/07/17
831,2390,云辰,09/04,10.25,+0.15,+1.49,2026,年,0,0,0,,0,,0,0,,,
832,2392,正崴,09/04,45.6,+0.25,+0.55,2026,年,1,0,1,35.55,2.81,,0,2.81,'26/07/20,,'26/08/17
833,2393,億光,09/04,64.8,+0.2,+0.31,2026,年,4.5,0,4.5,61.5,7.32,,0,7.32,'26/08/04,,'26/08/31
834,2395,研華,09/04,711,+37,+5.49,2026,年,11.16,0,11.16,530,2.11,,0,2.11,'26/07/17,,'26/08/07
835,2397,友通,09/04,62.2,+0.8,+1.3,2026,年,2.45,0,2.45,57.6,4.25,,0,4.25,'26/06/30,,'26/07/30
836,2399,映泰,09/04,47.3,+2.9,+6.53,2026,年,0,0,0,,0,,0,0,,,
837,2401,凌陽,09/04,25.7,+0.85,+3.42,2026,年,0,0,0,,0,,0,0,,,
838,2402,毅嘉,09/04,57.1,-0.2,-0.35,2026,年,2,0,2,55,3.64,,0,3.64,'26/07/29,,'26/08/25
839,2404,漢唐,09/04,1070,+35,+3.38,2026,年,40,0,40,1285,3.11,,0,3.11,'26/07/16,,'26/08/14
840,2405,輔信,09/04,15.1,+0.1,+0.67,2026,半年,0.1,0,0.1,17.2,0.58,,0,0.58,'26/07/08,,
841,2406,國碩,09/04,27.25,+0.2,+0.74,2026,年,0,0,0,,0,,0,0,,,
842,2408,南亞科,09/04,496,+18.5,+3.87,2026,年,1.347,0,1.347,420.5,0.32,,0,0.32,'26/07/07,,'26/08/06
843,2409,友達,09/04,26.8,+0.25,+0.94,2026,年,0.4,0,0.4,23.65,1.69,,0,1.69,'26/07/30,,'26/08/28
844,2412,中華電,09/04,137.5,-0.5,-0.36,2026,年,5.2,0,5.2,139.5,3.73,,0,3.73,'26/07/09,,'26/08/07
845,2413,環科,09/04,45.8,+4.15,+9.96,2026,年,0.5,0,0.5,43.8,1.14,,0,1.14,'26/08/24,,'26/09/16
846,2414,精技,09/04,52.5,+0.1,+0.19,2026,年,3,0,3,57.3,5.24,,0,5.24,'26/07/23,,'26/08/14
847,2415,錩新,09/04,28.2,+0.3,+1.08,2026,年,0.48,1.111,1.591,30.8,1.56,30.8,3.61,5.17,'26/08/27,'26/08/27,'26/10/01
848,2417,圓剛,09/04,42.4,+0.7,+1.68,2026,年,0.25,0,0.25,47.45,0.53,,0,0.53,'26/07/07,,'26/07/31
849,2419,仲琦,09/04,27.1,-0.2,-0.73,2026,年,0,0,0,,0,,0,0,,,
850,2420,新巨,09/04,54.4,0,0,2026,年,3,0,3,56.5,5.31,,0,5.31,'26/08/26,,'26/09/15
851,2421,建準,09/04,178,+13.5,+8.21,2026,年,5.24,0,5.24,160,3.28,,0,3.28,'26/06/10,,'26/07/02
852,2423,固緯,09/04,73.6,+0.4,+0.55,2026,年,2.5,0,2.5,80,3.12,,0,3.12,'26/06/24,,'26/07/21
853,2424,隴華,09/04,8.02,0,0,2026,季,0,0,0,,0,,0,0,,,
854,2425,承啟,09/04,37.9,+1.55,+4.26,2026,年,0.1,0,0.1,42.15,0.24,,0,0.24,'26/07/03,,'26/07/31
855,2426,鼎元,09/04,104.5,+9.5,+10,2026,年,0.1,0,0.1,83.2,0.12,,0,0.12,'26/05/25,,'26/06/16
856,2427,三商電,09/04,22.2,+0.3,+1.37,2026,年,0.7,0,0.7,23.05,3.04,,0,3.04,'26/08/05,,'26/08/28
857,2428,興勤,09/04,260,+15.5,+6.34,2026,年,5.9,0,5.9,252,2.34,,0,2.34,'26/08/27,,'26/09/18
858,2429,銘旺科,09/04,31.5,+0.4,+1.29,2026,年,0,0,0,,0,,0,0,,,
859,2430,燦坤,09/04,17.85,+0.05,+0.28,2026,年,0.8,0,0.8,22.75,3.52,,0,3.52,'26/03/19,,'26/04/22
860,2431,聯昌,09/04,10.1,+0.05,+0.5,2026,年,0,0,0,,0,,0,0,,,
861,2432,倚天酷碁-創,09/04,27.15,+0.25,+0.93,2026,年,1.7,0,1.7,31.95,5.32,,0,5.32,'26/06/25,,'26/07/23
862,2433,互盛電,09/04,41.6,+0.05,+0.12,2026,年,2.7,0,2.7,44.8,6.03,,0,6.03,'26/07/02,,'26/07/22
863,2434,統懋,09/04,67.3,+3.2,+4.99,2026,年,0,0,0,,0,,0,0,,,
864,2436,偉詮電,09/04,65.2,+0.1,+0.15,2026,年,1.957,0,1.957,71.5,2.74,,0,2.74,'26/06/30,,'26/07/27
865,2438,翔耀,09/04,21.9,-0.15,-0.68,2026,年,0,0,0,,0,,0,0,,,
866,2439,美律,09/04,77.9,+0.3,+0.39,2026,年,4.084,0,4.084,82.1,4.97,,0,4.97,'26/08/27,,'26/09/23
867,2440,太空梭,09/04,14.2,+0.05,+0.35,2026,年,0,0,0,,0,,0,0,,,
868,2441,超豐,09/04,116,+2.5,+2.2,2026,年,3.009,0,3.009,118,2.55,,0,2.55,'26/08/27,,'26/09/23
869,2444,兆勁,09/04,10.8,0,0,2026,年,0,0,0,,0,,0,0,,,
870,2449,京元電子,09/04,262,+1,+0.38,2026,年,1,0.5,1.5,276,0.36,276,0.18,0.54,'26/07/28,'26/07/28,'26/08/20
871,2450,神腦,09/04,28.25,+0.05,+0.18,2026,年,1.55,0,1.55,31,5,,0,5,'26/06/17,,'26/07/15
872,2451,創見,09/04,284.5,-1.5,-0.52,2026,年,11.78,0,11.78,294,4.01,,0,4.01,'26/06/25,,'26/07/31
873,2453,凌群,09/04,51.8,0,0,2026,年,2.8,0,2.8,56.7,4.94,,0,4.94,'26/07/09,,'26/08/06
874,2454,聯發科,09/04,4415,+75,+1.73,2026,半年,53.5,0,53.5,4125,2.5,,0,2.5,'26/07/07,,'26/07/31
875,2455,全新,09/04,528,+3,+0.57,2026,年,2.621,0,2.621,388.5,0.67,,0,0.67,'26/06/26,,'26/07/17
876,2457,飛宏,09/04,22.75,+0.2,+0.89,2026,年,0,0,0,,0,,0,0,,,
877,2458,義隆,09/04,133,0,0,2026,半年,8.851,0,8.851,146,6.31,,0,6.31,'26/08/21,,'26/09/17
878,2459,敦吉,09/04,66.4,+0.1,+0.15,2026,年,4.2,0,4.2,68.6,6.12,,0,6.12,'26/06/16,,'26/07/08
879,2460,建通,09/04,28.5,+0.25,+0.88,2026,年,0,0,0,,0,,0,0,,,
880,2461,光群雷,09/04,18.25,-0.05,-0.27,2026,季,0,0,0,,0,,0,0,,,
881,2462,良得電,09/04,20,+0.3,+1.52,2026,年,0.2,0,0.2,23.35,0.86,,0,0.86,'26/07/02,,'26/07/22
882,2464,盟立,09/04,211,-11,-4.95,2026,年,0.471,0,0.471,184.5,0.26,,0,0.26,'26/09/02,,'26/10/01
883,2465,麗臺,09/04,99.2,+3,+3.12,2026,年,0,0,0,,0,,0,0,,,
884,2466,冠西電,09/04,97.2,+2.5,+2.64,2026,年,0,0,0,,0,,0,0,,,
885,2467,志聖,09/04,603,+8,+1.34,2026,年,5.5,0,5.5,585,0.94,,0,0.94,'26/06/18,,'26/07/13
886,2468,華經,09/04,33.9,+1.1,+3.35,2026,年,1,0,1,35.05,2.85,,0,2.85,'26/08/24,,'26/09/10
887,2471,資通,09/04,50.2,+0.2,+0.4,2026,年,3.312,0,3.312,52,6.37,,0,6.37,'26/07/22,,'26/08/18
888,2472,立隆電,09/04,225,+18,+8.7,2026,年,3.5,0,3.5,234,1.5,,0,1.5,'26/08/20,,'26/09/16
889,2474,可成,09/04,209.5,+3,+1.45,2026,半年,7.114,0,7.114,207,3.44,,0,3.44,'26/07/06,,'26/07/31
890,2476,鉅祥,09/04,121,-1.5,-1.22,2026,年,2.973,0,2.973,128,2.32,,0,2.32,'26/08/13,,'26/09/10
891,2477,美隆電,09/04,21.65,+0.1,+0.46,2026,年,1.4,0,1.4,24.5,5.71,,0,5.71,'26/04/24,,'26/05/25
892,2478,大毅,09/04,125.5,+11,+9.61,2026,年,2,0,2,181,1.1,,0,1.1,'26/07/09,,'26/07/31
893,2480,敦陽科,09/04,156,+0.5,+0.32,2026,年,7.8,0,7.8,156.5,4.98,,0,4.98,'26/06/16,,'26/07/13
894,2481,強茂,09/04,156,0,0,2026,年,1.8,0,1.8,100,1.8,,0,1.8,'26/04/16,,'26/05/20
895,2482,連宇,09/04,16.1,+0.2,+1.26,2026,年,0.1,0,0.1,17.25,0.58,,0,0.58,'26/07/29,,'26/08/25
896,2483,百容,09/04,33.35,-0.15,-0.45,2026,年,0.3,0,0.3,21.15,1.42,,0,1.42,'26/03/27,,'26/04/30
897,2484,希華,09/04,70.4,+0.3,+0.43,2026,年,0.7,0,0.7,76.5,0.92,,0,0.92,'26/08/24,,'26/09/24
898,2485,兆赫,09/04,41.3,+0.6,+1.47,2026,年,0,0,0,,0,,0,0,,,
899,2486,一詮,09/04,256,-3.5,-1.35,2026,年,0.498,0,0.498,271,0.18,,0,0.18,'26/05/25,,'26/06/30
900,2488,漢平,09/04,48.55,+0.15,+0.31,2026,年,3,0,3,53.7,5.59,,0,5.59,'26/07/09,,'26/08/06
901,2489,瑞軒,09/04,41,+0.1,+0.24,2026,半年,1.2,0,1.2,47.1,2.55,,0,2.55,'26/06/25,,'26/07/29
902,2491,吉祥全,09/04,42,-3,-6.67,2026,年,0,0,0,,0,,0,0,,,
903,2492,華新科,09/04,298.5,+27,+9.94,2026,年,2.503,0,2.503,474,0.53,,0,0.53,'26/07/09,,'26/07/29
904,2495,普安,09/04,37.45,+0.55,+1.49,2026,年,0.8,0,0.8,38.8,2.06,,0,2.06,'26/07/24,,'26/08/27
905,2496,卓越,09/04,55,+0.5,+0.92,2026,半年,4.5,0.5,5,59.4,6.84,59.4,0.84,7.68,'26/08/19,'26/08/19,'26/09/14
906,2497,怡利電,09/04,45,+0.35,+0.78,2026,年,2,0,2,52.8,3.79,,0,3.79,'26/07/28,,'26/08/25
907,2498,宏達電,09/04,41.6,0,0,2026,年,0.5,0,0.5,46.4,1.08,,0,1.08,'26/06/22,,'26/07/17
908,2501,國建,09/04,22.55,+0.05,+0.22,2026,年,1.2,0,1.2,23.5,5.11,,0,5.11,'26/07/14,,'26/08/10
909,2504,國產,09/04,31.25,-0.25,-0.79,2026,年,2.6,0,2.6,36.25,7.17,,0,7.17,'26/06/17,,'26/07/17
910,2505,國揚,09/04,17.2,+0.2,+1.18,2026,年,1,0,1,18.2,5.49,,0,5.49,'26/08/20,,'26/09/21
911,2506,太設,09/04,8.53,-0.01,-0.12,2026,半年,0.2,0,0.2,8.95,2.23,,0,2.23,'26/07/16,,'26/08/14
912,2509,全坤建,09/04,14.95,0,0,2026,年,0,0,0,,0,,0,0,,,
913,2511,太子,09/04,8.43,+0.09,+1.08,2026,年,0.3,0,0.3,8.43,3.56,,0,3.56,'26/07/30,,'26/08/24
914,2514,龍邦,09/04,11.8,+0.1,+0.85,2026,年,0,0,0,,0,,0,0,,,
915,2516,新建,09/04,14.2,+0.25,+1.79,2026,年,0,0,0,,0,,0,0,,,
916,2524,京城,09/04,34.7,+0.7,+2.06,2026,年,0,0,0,,0,,0,0,,,
917,2527,宏璟,09/04,42.95,-0.25,-0.58,2026,年,1.5,0,1.5,44.4,3.38,,0,3.38,'26/08/24,,'26/09/16
918,2530,華建,09/04,20.15,+0.6,+3.07,2026,季,0,0,0,,0,,0,0,,,
919,2534,宏盛,09/04,17.1,-0.05,-0.29,2026,年,1.5,0,1.5,18.3,8.2,,0,8.2,'26/06/23,,'26/07/22
920,2535,達欣工,09/04,89.4,+0.8,+0.9,2026,年,4.6,0,4.6,72,6.39,,0,6.39,'26/04/09,,'26/05/08
921,2536,宏普,09/04,19.2,+0.4,+2.13,2026,年,2,0,2,21.6,9.26,,0,9.26,'26/07/07,,'26/07/30
922,2537,聯上發,09/04,11.65,0,0,2026,年,0,0,0,,0,,0,0,,,
923,2538,基泰,09/04,8.89,0,0,2026,年,0.5,0,0.5,10,5,,0,5,'26/07/30,,'26/08/31
924,2545,皇翔,09/04,34.85,+0.2,+0.58,2026,年,2.8,0,2.8,37.5,7.47,,0,7.47,'26/07/08,,'26/08/05
925,2547,日勝生,09/04,9.98,-0.01,-0.1,2026,年,0.8,0,0.8,11.1,7.21,,0,7.21,'26/07/17,,'26/08/07
926,2596,綠意,09/04,35.55,-0.5,-1.39,2026,年,1.5,0,1.5,30.9,4.85,,0,4.85,'26/07/30,,'26/08/26
927,2601,益航,09/04,6.79,+0.05,+0.74,2026,年,0,0,0,,0,,0,0,,,
928,2603,長榮,09/04,233,-6,-2.51,2026,年,16,0,16,220.5,7.26,,0,7.26,'26/06/17,,'26/07/17
929,2605,新興,09/04,35.85,+0.35,+0.99,2026,年,1,0,1,29.9,3.34,,0,3.34,'26/06/30,,'26/07/31
930,2606,裕民,09/04,78.2,0,0,2026,年,2.8,0,2.8,67.2,4.17,,0,4.17,'26/06/16,,'26/07/15
931,2607,榮運,09/04,53.5,+0.1,+0.19,2026,年,2.7,0,2.7,48.65,5.55,,0,5.55,'26/07/02,,'26/08/07
